begin_date,state,cz_name,event_type,magnitude,magnitude_type,injuries,deaths,property_damage,crop_damage,tor_f_scale
2024-06-26,NEW JERSEY,ESSEX,Thunderstorm Wind,55,EG,0,0,5000,0,
2024-06-29,NEW MEXICO,LINCOLN,Debris Flow,0,,0,0,0,0,
2024-05-09,TENNESSEE,LINCOLN,Tornado,0,,0,0,0,0,EF1
2024-06-22,CONNECTICUT,MIDDLESEX,Hail,1.75,,0,0,0,0,
2024-06-26,CONNECTICUT,FAIRFIELD,Thunderstorm Wind,50,EG,0,0,5000,0,
2024-06-26,CONNECTICUT,NEW HAVEN,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-06-26,CONNECTICUT,NEW HAVEN,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-06-29,NEW MEXICO,SANTA FE,Thunderstorm Wind,51,MG,0,0,0,0,
2024-06-01,NEW MEXICO,MIDDLE RIO GRANDE VALLEY/ALBUQUERQUE METRO AREA,Drought,0,,0,0,0,0,
2024-09-15,KANSAS,SHERMAN,High Wind,62,MG,0,0,0,0,
2024-09-16,KANSAS,RAWLINS,High Wind,50,EG,0,0,0,0,
2024-09-27,WYOMING,NORTHEAST BIGHORN MOUNTAINS,Wildfire,0,,0,0,0,0,
2024-09-18,MONTANA,LIVINGSTON AREA,High Wind,51,MG,0,0,0,0,
2024-09-18,MONTANA,NORTHERN BIG HORN,High Wind,55,MG,0,0,0,0,
2024-09-19,MINNESOTA,FILLMORE,Thunderstorm Wind,52,MG,0,0,0,0,
2024-09-19,IOWA,HOWARD,Hail,0.88,,0,0,0,0,
2024-09-19,IOWA,HOWARD,Hail,1,,0,0,0,87000,
2024-09-19,IOWA,WINNESHIEK,Hail,0.88,,0,0,0,0,
2024-09-19,IOWA,CLAYTON,Thunderstorm Wind,50,EG,0,0,0,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,0,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,0,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,0,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,0,0,
2024-09-26,GEORGIA,COLUMBIA,Flash Flood,0,,0,0,0,0,
2024-09-21,MINNESOTA,FILLMORE,Hail,1.75,,0,0,23000,82000,
2024-09-21,MINNESOTA,FILLMORE,Hail,0.88,,0,0,0,0,
2024-09-15,TEXAS,HIDALGO,Flash Flood,0,,0,0,0,0,
2024-09-12,MISSISSIPPI,WINSTON,Strong Wind,45,EG,0,0,15000,0,
2024-09-12,MISSISSIPPI,YAZOO,Strong Wind,40,EG,0,0,10000,0,
2024-09-12,MISSISSIPPI,SIMPSON,Flash Flood,0,,0,0,3000,0,
2024-09-12,MISSISSIPPI,RANKIN,Flash Flood,0,,0,0,2000,0,
2024-09-12,MISSISSIPPI,YAZOO,Flash Flood,0,,0,0,2000,0,
2024-09-16,MISSISSIPPI,HINDS,Flash Flood,0,,0,0,5000,0,
2024-09-12,MISSISSIPPI,GRENADA,Flood,0,,0,0,1000,0,
2024-12-28,LOUISIANA,EAST CARROLL,Thunderstorm Wind,57,EG,0,0,5000,0,
2024-12-28,LOUISIANA,CONCORDIA,Thunderstorm Wind,65,EG,0,0,350000,0,
2024-06-29,NEW MEXICO,BERNALILLO,Hail,0.75,,0,0,0,0,
2024-06-01,NEW MEXICO,ESTANCIA VALLEY,Drought,0,,0,0,0,0,
2024-06-01,NEW MEXICO,HARDING COUNTY,Drought,0,,0,0,0,0,
2024-05-24,WISCONSIN,MARATHON,High Wind,52,EG,0,0,0,0,
2024-06-20,NEW MEXICO,RIO ARRIBA,Flash Flood,0,,0,0,500000,0,
2024-06-01,NEW MEXICO,EASTERN LINCOLN COUNTY,Drought,0,,0,0,0,0,
2024-06-29,NEW MEXICO,BERNALILLO,Flash Flood,0,,0,0,2000000,0,
2024-06-09,ARKANSAS,FAULKNER,Hail,1,,0,0,0,0,
2024-06-26,ARKANSAS,JEFFERSON,Thunderstorm Wind,56,MG,0,0,0,0,
2024-06-09,ARKANSAS,FAULKNER,Thunderstorm Wind,52,EG,0,0,0,0,
2024-06-09,NEW MEXICO,CURRY,Hail,0.88,,0,0,0,0,
2024-05-18,WISCONSIN,VILAS,Hail,1.25,,0,0,0,0,
2024-05-18,WISCONSIN,VILAS,Hail,1,,0,0,0,0,
2024-05-03,NEBRASKA,NUCKOLLS,Thunderstorm Wind,56,EG,0,0,5000,0,
2024-05-21,WISCONSIN,MARATHON,Tornado,0,,0,0,15000,0,EF1
2024-06-20,OHIO,WOOD,Thunderstorm Wind,52,MG,0,0,0,0,
2024-06-26,NEBRASKA,THAYER,Thunderstorm Wind,52,EG,0,0,0,0,
2024-06-06,ARIZONA,SOUTHEAST PINAL COUNTY,Excessive Heat,0,,0,0,0,0,
2024-06-06,ARIZONA,UPPER GILA RIVER AND ARAVAIPA VALLEYS,Excessive Heat,0,,0,0,0,0,
2024-06-10,ARIZONA,WESTERN PIMA COUNTY,Excessive Heat,0,,0,0,0,0,
2024-06-23,ARIZONA,WESTERN PIMA COUNTY,Excessive Heat,0,,0,1,0,0,
2024-05-03,NEBRASKA,GOSPER,Hail,2,,0,0,100000,1000000,
2024-06-01,TEXAS,BROOKS,Heat,0,,0,0,0,0,
2024-06-19,OHIO,LUCAS,Thunderstorm Wind,60,EG,0,0,0,0,
2024-05-18,ALASKA,LOWER YUKON RIVER,Flood,0,,0,0,0,0,
2024-06-17,OHIO,TRUMBULL,Thunderstorm Wind,55,EG,0,0,0,0,
2024-06-21,UTAH,SAN JUAN,Hail,1,,0,0,0,0,
2024-06-21,UTAH,SAN JUAN,Flash Flood,0,,0,0,0,0,
2024-06-18,OHIO,CUYAHOGA,Thunderstorm Wind,55,EG,0,0,0,0,
2024-06-06,TEXAS,STARR,Heat,0,,0,0,0,0,
2024-06-19,GULF OF MEXICO,COASTAL WATERS FROM PT MANSFIELD TO RIO GRANDE RIVER TX OUT 20NM,Marine Thunderstorm Wind,34,MG,0,0,0,0,
2024-07-16,NEBRASKA,LINCOLN,Hail,1.25,,0,0,0,0,
2024-07-16,NEBRASKA,LINCOLN,Hail,1,,0,0,0,0,
2024-05-03,PUERTO RICO,BARRANQUITAS,Debris Flow,0,,0,0,1000,0,
2024-05-04,PUERTO RICO,ARECIBO,Debris Flow,0,,0,0,1000,0,
2024-06-05,OHIO,KNOX,Flash Flood,0,,0,0,0,0,
2024-06-25,NEBRASKA,MADISON,Hail,2.5,,0,0,0,0,
2024-06-25,NEBRASKA,WASHINGTON,Thunderstorm Wind,51,EG,0,0,0,0,
2024-01-19,IOWA,DICKINSON,Cold/Wind Chill,0,,0,0,0,0,
2024-05-05,PUERTO RICO,PENUELAS,Debris Flow,0,,0,0,1000,0,
2024-06-01,TEXAS,SOUTHERN HIDALGO COUNTY,Heat,0,,0,0,0,0,
2024-06-21,NEBRASKA,MERRICK,Thunderstorm Wind,50,MG,0,0,0,0,
2024-06-21,NEBRASKA,SHERMAN,Flash Flood,0,,0,0,300000,3000000,
2024-06-21,NEBRASKA,GREELEY,Flash Flood,0,,0,0,300000,3000000,
2024-06-21,NEBRASKA,NANCE,Flash Flood,0,,0,0,600000,6000000,
2024-05-23,NEBRASKA,NANCE,Tornado,0,,0,0,25000,0,EF1
2024-01-26,SOUTH DAKOTA,JERAULD,Dense Fog,0,,0,1,0,0,
2024-05-21,MINNESOTA,MARTIN,Thunderstorm Wind,52,MG,0,0,0,0,
2024-05-23,NEBRASKA,ADAMS,Thunderstorm Wind,52,MG,0,0,75000,0,
2024-06-24,NEBRASKA,GOSPER,Thunderstorm Wind,65,EG,0,0,1000,0,
2024-06-26,OHIO,ASHTABULA,Thunderstorm Wind,60,EG,0,0,0,0,
2024-09-12,MISSISSIPPI,KEMPER,Strong Wind,40,EG,0,0,45000,0,
2024-09-12,MISSISSIPPI,NOXUBEE,Strong Wind,45,EG,0,0,45000,0,
2024-09-12,MISSISSIPPI,ATTALA,Strong Wind,45,EG,0,0,10000,0,
2024-09-12,MISSISSIPPI,CLAIBORNE,Strong Wind,40,EG,0,0,10000,0,
2024-09-12,MISSISSIPPI,COPIAH,Strong Wind,45,EG,0,0,10000,0,
2024-09-12,MISSISSIPPI,CLAY,Strong Wind,45,EG,0,0,10000,0,
2024-09-12,MISSISSIPPI,NESHOBA,Strong Wind,45,EG,0,0,20000,0,
2024-10-09,FLORIDA,INLAND CITRUS,Tropical Storm,0,,0,0,0,0,
2024-10-09,FLORIDA,COASTAL HERNANDO,Tropical Storm,0,,0,0,0,0,
2024-09-12,DELAWARE,NEW CASTLE,Dense Fog,0,,0,0,0,0,
2024-10-09,FLORIDA,INLAND HERNANDO,Tropical Storm,0,,0,0,0,0,
2024-09-14,DELAWARE,KENT,Dense Fog,0,,0,0,0,0,
2024-09-14,NEW JERSEY,CAMDEN,Dense Fog,0,,0,0,0,0,
2024-09-14,NEW JERSEY,CUMBERLAND,Dense Fog,0,,0,0,0,0,
2024-09-14,NEW JERSEY,NORTHWESTERN BURLINGTON,Dense Fog,0,,0,0,0,0,
2024-09-14,NEW JERSEY,SOUTHEASTERN BURLINGTON,Dense Fog,0,,0,0,0,0,
2024-09-14,NEW JERSEY,WESTERN ATLANTIC,Dense Fog,0,,0,0,0,0,
2024-09-12,NEW JERSEY,WESTERN ATLANTIC,Dense Fog,0,,0,0,0,0,
2024-09-19,OKLAHOMA,PAWNEE,Thunderstorm Wind,65,EG,0,0,5000,0,
2024-09-19,OKLAHOMA,PAWNEE,Thunderstorm Wind,65,EG,0,0,15000,0,
2024-09-14,SOUTH DAKOTA,WALWORTH,Thunderstorm Wind,56,MG,0,0,0,0,
2024-09-12,SOUTH DAKOTA,STANLEY,High Wind,51,MG,0,0,0,0,
2024-09-12,NORTH DAKOTA,HETTINGER,Thunderstorm Wind,54,MG,0,0,0,0,
2024-09-12,NORTH DAKOTA,MORTON,Thunderstorm Wind,55,MG,0,0,0,0,
2024-09-12,NORTH DAKOTA,HETTINGER,Thunderstorm Wind,70,EG,0,0,30000,0,
2024-09-16,NORTH DAKOTA,MCLEAN,Hail,1,,0,0,0,0,
2024-09-16,NORTH DAKOTA,MERCER,Hail,1.25,,0,0,0,0,
2024-09-21,PENNSYLVANIA,POTTER,Lightning,0,,0,0,2000,0,
2024-09-21,PENNSYLVANIA,POTTER,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-09-21,PENNSYLVANIA,POTTER,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-09-21,PENNSYLVANIA,POTTER,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-09-21,PENNSYLVANIA,POTTER,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-09-21,PENNSYLVANIA,POTTER,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-09-21,PENNSYLVANIA,YORK,Thunderstorm Wind,52,EG,0,0,8000,0,
2024-09-21,PENNSYLVANIA,YORK,Thunderstorm Wind,52,EG,0,0,7000,0,
2024-09-21,PENNSYLVANIA,YORK,Thunderstorm Wind,52,EG,0,0,4000,0,
2024-09-21,PENNSYLVANIA,POTTER,Flash Flood,0,,0,0,0,0,
2024-09-21,PENNSYLVANIA,DAUPHIN,Flash Flood,0,,0,0,100000,0,
2024-09-21,PENNSYLVANIA,DAUPHIN,Flash Flood,0,,0,0,0,0,
2024-09-10,KENTUCKY,CARLISLE,Drought,0,,0,0,0,0,
2024-09-10,KENTUCKY,GRAVES,Drought,0,,0,0,0,0,
2024-09-10,KENTUCKY,MCCRACKEN,Drought,0,,0,0,0,0,
2024-09-10,KENTUCKY,MARSHALL,Drought,0,,0,0,0,0,
2024-09-10,KENTUCKY,CALLOWAY,Drought,0,,0,0,0,0,
2024-01-08,MINNESOTA,RENVILLE,Winter Weather,0,,0,0,0,0,
2024-01-12,MINNESOTA,STEELE,Winter Weather,0,,0,0,0,0,
2024-07-13,MINNESOTA,SHERBURNE,Hail,1,,0,0,0,0,
2024-07-13,MINNESOTA,WRIGHT,Hail,2,,0,0,0,0,
2024-07-13,MINNESOTA,SHERBURNE,Hail,1.75,,0,0,0,0,
2024-07-17,MISSOURI,TANEY,Heavy Rain,0,,0,0,0,0,
2024-07-24,OHIO,TRUMBULL,Thunderstorm Wind,60,EG,0,0,0,0,
2024-01-09,NORTH CAROLINA,CRAVEN,Thunderstorm Wind,60,EG,0,0,0,0,
2024-05-08,TENNESSEE,LINCOLN,Thunderstorm Wind,81,EG,0,0,3000,0,
2024-05-23,NEBRASKA,GARDEN,Hail,1.5,,0,0,0,0,
2024-05-23,NEBRASKA,KEITH,Hail,1,,0,0,0,0,
2024-05-20,NEBRASKA,CHASE,Hail,1.75,,0,0,0,0,
2024-05-20,NEBRASKA,LINCOLN,Thunderstorm Wind,61,EG,0,0,10000,0,
2024-09-15,SOUTH DAKOTA,PENNINGTON,Thunderstorm Wind,53,MG,0,0,0,0,
2024-09-15,SOUTH DAKOTA,PENNINGTON,Hail,1,,0,0,0,0,
2024-09-15,SOUTH DAKOTA,PENNINGTON,Thunderstorm Wind,52,EG,0,0,0,0,
2024-09-15,SOUTH DAKOTA,PENNINGTON,Hail,1,,0,0,0,0,
2024-09-15,SOUTH DAKOTA,PENNINGTON,Hail,0.75,,0,0,0,0,
2024-09-15,SOUTH DAKOTA,PENNINGTON,Hail,1,,0,0,0,0,
2024-09-15,SOUTH DAKOTA,MEADE,Thunderstorm Wind,54,MG,0,0,0,0,
2024-09-15,SOUTH DAKOTA,BUTTE,Thunderstorm Wind,51,MG,0,0,0,0,
2024-09-15,SOUTH DAKOTA,BUTTE,Thunderstorm Wind,53,MG,0,0,0,0,
2024-09-25,NORTH CAROLINA,WAKE,Flash Flood,0,,0,0,40000,0,
2024-09-24,NORTH CAROLINA,ALAMANCE,Flash Flood,0,,0,0,20000,0,
2024-09-24,NORTH CAROLINA,VANCE,Flash Flood,0,,0,0,1000,0,
2024-09-25,NORTH CAROLINA,PERSON,Flash Flood,0,,0,0,1000,0,
2024-09-25,NORTH CAROLINA,PERSON,Flash Flood,0,,0,0,1000,0,
2024-09-20,PUERTO RICO,SAN SEBASTIAN,Flood,0,,0,0,1000,0,
2024-09-21,PUERTO RICO,SAN SEBASTIAN,Flood,0,,0,0,3000,0,
2024-09-19,PUERTO RICO,LARES,Thunderstorm Wind,35,EG,0,0,3000,0,
2024-09-19,PUERTO RICO,LARES,Thunderstorm Wind,35,EG,0,0,1000,0,
2024-09-27,CALIFORNIA,DEATH VALLEY NATIONAL PARK,Excessive Heat,0,,0,0,0,0,
2024-09-27,CALIFORNIA,MORONGO BASIN,Excessive Heat,0,,0,0,0,0,
2024-09-27,CALIFORNIA,CADIZ BASIN,Excessive Heat,0,,0,0,0,0,
2024-09-26,NEVADA,LAKE MEAD/LAKE MOHAVE NATIONAL RECREATION AREA,Excessive Heat,0,,0,0,0,0,
2024-09-27,NEVADA,NORTHEAST CLARK,Excessive Heat,0,,0,0,0,0,
2024-09-27,NEVADA,LAS VEGAS VALLEY,Excessive Heat,0,,0,0,0,0,
2024-09-11,IDAHO,CHALLIS-PAHSIMEROI VALLEYS,High Wind,57,MG,0,0,3000,0,
2024-09-06,NEW YORK,CATTARAUGUS,Flash Flood,0,,0,0,0,0,
2024-09-09,NEW YORK,MONROE,Flash Flood,0,,0,0,0,0,
2024-09-09,NEW YORK,MONROE,Flash Flood,0,,0,0,0,0,
2024-09-09,NEW YORK,MONROE,Flash Flood,0,,0,0,0,0,
2024-09-09,NEW YORK,WAYNE,Flash Flood,0,,0,0,0,0,
2024-09-09,NEW YORK,MONROE,Funnel Cloud,0,,0,0,0,0,
2024-09-18,CALIFORNIA,EL DORADO,Heavy Rain,0,,0,0,0,0,
2024-09-18,CALIFORNIA,PLACER,Heavy Rain,0,,0,0,0,0,
2024-09-14,FLORIDA,VOLUSIA,Flash Flood,0,,0,0,0,0,
2024-09-14,ATLANTIC SOUTH,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20NM,Marine Thunderstorm Wind,35,MG,0,0,0,0,
2024-09-14,ATLANTIC SOUTH,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20NM,Marine Thunderstorm Wind,38,MG,0,0,0,0,
2024-09-14,ATLANTIC SOUTH,SEBASTIAN INLET TO JUPITER INLET 0-20NM,Marine Thunderstorm Wind,38,MG,0,0,0,0,
2024-09-14,ATLANTIC SOUTH,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20NM,Marine Thunderstorm Wind,38,MG,0,0,0,0,
2024-09-14,ATLANTIC SOUTH,SEBASTIAN INLET TO JUPITER INLET 0-20NM,Marine Thunderstorm Wind,39,MG,0,0,0,0,
2024-09-14,ATLANTIC SOUTH,SEBASTIAN INLET TO JUPITER INLET 0-20NM,Marine Thunderstorm Wind,41,MG,0,0,0,0,
2024-09-18,ATLANTIC SOUTH,VOLUSIA-BREVARD COUNTY LINE TO SEBASTIAN INLET 0-20NM,Marine Thunderstorm Wind,37,MG,0,0,0,0,
2024-09-17,COLORADO,BACA,Thunderstorm Wind,50,MG,0,0,0,0,
2024-09-17,COLORADO,PROWERS,Thunderstorm Wind,50,EG,0,0,0,0,
2024-09-11,GULF OF MEXICO,COASTAL WATERS FROM PORT FOURCHON LOUISIANA TO LOWER ATCHAFALAYA RIVER LOUISIANA FROM 20 TO 60 NM,Marine Hurricane/Typhoon,0,,0,0,0,0,
2024-09-11,GULF OF MEXICO,COASTAL WATERS FROM PORT FOURCHON LOUISIANA TO LOWER ATCHAFALAYA RIVER LOUISIANA FROM 20 TO 60 NM,Marine Hurricane/Typhoon,0,,0,0,0,0,
2024-09-28,VIRGINIA,PAGE,Flood,0,,0,0,0,0,
2024-09-27,VIRGINIA,AUGUSTA,Flood,0,,0,0,0,0,
2024-09-28,VIRGINIA,ROCKINGHAM,Flood,0,,0,0,0,0,
2024-09-29,VIRGINIA,NELSON,Flash Flood,0,,0,0,0,0,
2024-09-29,VIRGINIA,NELSON,Flash Flood,0,,0,0,0,0,
2024-12-28,LOUISIANA,WEST CARROLL,Tornado,0,,0,0,5000,0,EF1
2024-01-18,SOUTH DAKOTA,BON HOMME,Winter Weather,0,,0,0,0,0,
2024-01-18,SOUTH DAKOTA,BROOKINGS,Winter Weather,0,,0,0,0,0,
2024-01-18,SOUTH DAKOTA,CHARLES MIX,Winter Weather,0,,0,0,0,0,
2024-01-12,SOUTH DAKOTA,GREGORY,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-13,SOUTH DAKOTA,LINCOLN,Blizzard,0,,0,0,0,0,
2024-01-12,IOWA,OSCEOLA,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-12,MINNESOTA,NOBLES,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-06-05,TEXAS,STARR,Heat,0,,0,0,0,0,
2024-05-03,NEBRASKA,GOSPER,Hail,0.88,,0,0,0,0,
2024-05-03,NEBRASKA,KEARNEY,Hail,1,,0,0,0,0,
2024-05-06,NEBRASKA,WEBSTER,Thunderstorm Wind,52,EG,0,0,0,0,
2024-05-03,NEBRASKA,THAYER,Thunderstorm Wind,58,MG,0,0,0,0,
2024-05-03,NEBRASKA,FRANKLIN,Hail,1,,0,0,0,0,
2024-05-06,KANSAS,PHILLIPS,Hail,0.88,,0,0,0,0,
2024-06-01,NEW MEXICO,SOUTHERN SANGRE DE CRISTO MOUNTAINS,Drought,0,,0,0,0,0,
2024-06-09,ARKANSAS,PULASKI,Thunderstorm Wind,52,EG,0,0,0,0,
2024-06-03,ARKANSAS,GRANT,Thunderstorm Wind,52,EG,0,0,0,0,
2024-05-01,KANSAS,ROOKS,Drought,0,,0,0,0,0,
2024-05-01,KANSAS,SMITH,Drought,0,,0,0,0,0,
2024-05-01,KANSAS,OSBORNE,Drought,0,,0,0,0,0,
2024-05-01,KANSAS,JEWELL,Drought,0,,0,0,0,0,
2024-05-01,KANSAS,MITCHELL,Drought,0,,0,0,0,0,
2024-05-01,NEBRASKA,POLK,Drought,0,,0,0,0,0,
2024-05-01,NEBRASKA,HAMILTON,Drought,0,,0,0,0,0,
2024-05-01,NEBRASKA,YORK,Drought,0,,0,0,0,0,
2024-05-01,NEBRASKA,CLAY,Drought,0,,0,0,0,0,
2024-06-26,CONNECTICUT,NEW LONDON,Thunderstorm Wind,50,EG,0,0,10000,0,
2024-06-21,NEW MEXICO,SAN JUAN,Thunderstorm Wind,70,EG,0,0,0,0,
2024-06-21,NEW MEXICO,CIBOLA,Flash Flood,0,,0,0,50000,0,
2024-06-21,NEW MEXICO,LINCOLN,Flash Flood,0,,0,0,5000,0,
2024-06-19,NEW MEXICO,LINCOLN,Flash Flood,0,,0,0,0,0,
2024-06-19,NEW MEXICO,LOS ALAMOS,Thunderstorm Wind,51,MG,0,0,0,0,
2024-09-18,MONTANA,SOUTHERN ROSEBUD,High Wind,50,MG,0,0,0,0,
2024-09-18,MONTANA,POWDER RIVER,High Wind,51,MG,0,0,0,0,
2024-09-16,KANSAS,FINNEY,Thunderstorm Wind,56,EG,0,0,2000,0,
2024-09-18,MONTANA,SNOWY AND JUDITH MOUNTAINS,High Wind,58,MG,0,0,0,0,
2024-09-19,IOWA,CLAYTON,Thunderstorm Wind,45,EG,0,0,0,37000,
2024-09-16,KANSAS,TREGO,Flash Flood,0,,0,0,0,0,
2024-09-17,KANSAS,HAMILTON,Thunderstorm Wind,52,MG,0,0,0,0,
2024-09-17,KANSAS,KEARNY,Thunderstorm Wind,52,MG,0,0,0,0,
2024-09-17,KANSAS,KEARNY,Thunderstorm Wind,69,MG,0,0,0,0,
2024-09-17,KANSAS,KEARNY,Thunderstorm Wind,69,MG,0,0,0,0,
2024-09-17,KANSAS,FINNEY,Thunderstorm Wind,51,MG,0,0,0,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,0,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,3000,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,2000,0,
2024-09-26,SOUTH CAROLINA,RICHLAND,Flash Flood,0,,0,0,0,0,
2024-09-12,MISSISSIPPI,FORREST,Tropical Storm,0,,0,0,10000,0,
2024-09-26,FLORIDA,COASTAL GULF,Storm Surge/Tide,0,,0,0,1000000,0,
2024-06-26,ATLANTIC NORTH,LONG ISLAND SOUND W OF NEW HAVEN CT TO PORT JEFFERSON NY,Marine Thunderstorm Wind,35,MG,0,0,0,0,
2024-06-26,ATLANTIC NORTH,LONG ISLAND SOUND W OF NEW HAVEN CT TO PORT JEFFERSON NY,Marine Thunderstorm Wind,43,MG,0,0,0,0,
2024-06-22,NEW YORK,ROCKLAND,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-06-22,CONNECTICUT,FAIRFIELD,Thunderstorm Wind,60,EG,0,0,25000,0,
2024-10-24,MISSOURI,CALDWELL,Thunderstorm Wind,52,EG,0,0,0,0,
2024-10-24,MISSOURI,CLAY,Thunderstorm Wind,52,EG,0,0,0,0,
2024-10-24,MISSOURI,PETTIS,Thunderstorm Wind,50,MG,0,0,0,0,
2024-07-13,MINNESOTA,HENNEPIN,Hail,2,,0,0,0,0,
2024-06-05,ALASKA,MIDDLE TANANA VALLEY,Thunderstorm Wind,43,EG,0,0,20000,0,
2024-05-18,WISCONSIN,VILAS,Hail,1,,0,0,0,0,
2024-03-21,MINNESOTA,ISANTI,Heavy Snow,0,,0,0,0,0,
2024-03-21,MINNESOTA,ANOKA,Heavy Snow,0,,0,0,0,0,
2024-03-21,MINNESOTA,CHISAGO,Heavy Snow,0,,0,0,0,0,
2024-06-09,ARKANSAS,PULASKI,Hail,1,,0,0,0,0,
2024-05-21,WISCONSIN,ONEIDA,Thunderstorm Wind,52,EG,0,0,0,0,
2024-05-21,WISCONSIN,OUTAGAMIE,Thunderstorm Wind,61,EG,0,0,0,0,
2024-05-21,WISCONSIN,PORTAGE,Thunderstorm Wind,61,EG,0,0,0,0,
2024-05-21,WISCONSIN,DOOR,Thunderstorm Wind,52,EG,0,0,0,0,
2024-05-21,WISCONSIN,WOOD,Thunderstorm Wind,61,MG,0,0,0,0,
2024-05-18,WISCONSIN,LINCOLN,Hail,1.75,,0,0,0,0,
2024-05-18,WISCONSIN,WOOD,Hail,1,,0,0,0,0,
2024-05-18,WISCONSIN,WOOD,Hail,1,,0,0,0,0,
2024-05-01,KANSAS,PHILLIPS,Thunderstorm Wind,59,MG,0,0,25000,0,
2024-06-25,NEBRASKA,VALLEY,Thunderstorm Wind,51,MG,0,0,0,0,
2024-06-26,LAKE ERIE,CONNEAUT OH TO RIPLEY NY,Marine Thunderstorm Wind,43,MG,0,0,0,0,
2024-06-26,PENNSYLVANIA,ERIE,Hail,0.75,,0,0,0,0,
2024-06-29,NEBRASKA,DAWSON,Thunderstorm Wind,61,MG,0,0,0,0,
2024-06-29,LAKE ERIE,VERMILION TO AVON POINT OH,Marine Thunderstorm Wind,35,MG,0,0,0,0,
2024-06-29,OHIO,LORAIN,Thunderstorm Wind,55,EG,0,0,0,0,
2024-05-30,NEBRASKA,HOWARD,Flood,0,,0,0,500000,4000000,
2024-06-18,LAKE ERIE,WILLOWICK TO GENEVA-ON-THE-LAKE OH,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-06-22,ARIZONA,PIMA,Flash Flood,0,,0,2,10000,0,
2024-06-19,OHIO,WOOD,Thunderstorm Wind,55,EG,0,0,0,0,
2024-06-17,OHIO,TRUMBULL,Thunderstorm Wind,60,EG,0,0,0,0,
2024-06-20,COLORADO,LA PLATA,Hail,1.25,,0,0,0,0,
2024-06-22,NEBRASKA,DOUGLAS,Flood,0,,0,0,0,0,
2024-06-25,NEBRASKA,DOUGLAS,Hail,1,,0,0,0,0,
2024-06-25,NEBRASKA,SARPY,Hail,4.5,,0,0,0,0,
2024-06-25,NEBRASKA,PIERCE,Hail,1,,0,0,0,0,
2024-06-25,NEBRASKA,MADISON,Funnel Cloud,0,,0,0,0,0,
2024-06-25,NEBRASKA,PLATTE,Thunderstorm Wind,52,MG,0,0,0,0,
2024-06-25,NEBRASKA,COLFAX,Hail,1,,0,0,0,0,
2024-06-18,OHIO,LAKE,Thunderstorm Wind,60,EG,3,0,50000,0,
2024-06-05,TEXAS,SOUTHERN HIDALGO COUNTY,Excessive Heat,0,,0,0,0,0,
2024-06-24,IOWA,POTTAWATTAMIE,Flood,0,,0,0,550000,87250,
2024-04-03,NEW YORK,NORTHWEST SUFFOLK,High Wind,59,MG,0,0,0,0,
2024-05-02,KANSAS,JEWELL,Thunderstorm Wind,53,MG,0,0,0,0,
2024-06-26,LAKE ERIE,RENO BEACH TO THE ISLANDS OH,Marine Thunderstorm Wind,43,MG,0,0,0,0,
2024-05-03,NEBRASKA,HARLAN,Tornado,0,,0,0,600000,0,EF0
2024-03-24,WISCONSIN,ST. CROIX,Winter Storm,0,,0,0,0,0,
2024-08-04,GULF OF MEXICO,ENGLEWOOD TO TARPON SPRINGS FL OUT 20NM,Waterspout,0,,0,0,0,0,
2024-06-07,NEBRASKA,GREELEY,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-06-07,NEBRASKA,GREELEY,Thunderstorm Wind,52,EG,0,0,0,0,
2024-06-07,NEBRASKA,GREELEY,Thunderstorm Wind,70,EG,0,0,750000,2500000,
2024-06-07,NEBRASKA,NANCE,Thunderstorm Wind,70,EG,0,0,750000,2500000,
2024-06-07,NEBRASKA,MERRICK,Thunderstorm Wind,65,EG,0,0,1000000,5000000,
2024-06-07,NEBRASKA,BUFFALO,Thunderstorm Wind,52,EG,0,0,0,0,
2024-06-07,NEBRASKA,SHERMAN,Hail,1.25,,0,0,0,0,
