geoid,county_name,state_abbr,year,industry_code,industry_name,annual_avg_employment,total_annual_wages,avg_weekly_wage,num_establishments
37075,Graham County,NC,2024,00,All Industries,51821,3863110997,1434,2756
37077,Granville County,NC,2024,00,All Industries,43396,2991318732,1326,2003
37079,Greene County,NC,2024,00,All Industries,34971,2214163864,1218,1369
37081,Guilford County,NC,2024,00,All Industries,26547,1531704091,1110,853
37083,Halifax County,NC,2024,00,All Industries,18122,943818400,1002,455
37085,Harnett County,NC,2024,00,All Industries,9697,450570106,894,175
37087,Haywood County,NC,2024,00,All Industries,1273,52000057,786,14
37089,Henderson County,NC,2024,00,All Industries,52848,3975859232,1447,2856
37091,Hertford County,NC,2024,00,All Industries,44423,3092529748,1339,2089
37093,Hoke County,NC,2024,00,All Industries,35999,2303901660,1231,1440
37095,Hyde County,NC,2024,00,All Industries,27574,1609841354,1123,909
37097,Iredell County,NC,2024,00,All Industries,19149,1010418445,1015,497
37099,Jackson County,NC,2024,00,All Industries,10724,505632932,907,203
37101,Johnston County,NC,2024,00,All Industries,2300,95526349,799,27
37103,Jones County,NC,2024,00,All Industries,53875,4090013965,1460,2958
37105,Lee County,NC,2024,00,All Industries,45450,3195147263,1352,2176
37107,Lenoir County,NC,2024,00,All Industries,37026,2394982641,1244,1513
37109,Lincoln County,NC,2024,00,All Industries,28601,1689385117,1136,968
37111,McDowell County,NC,2024,00,All Industries,20176,1078424988,1028,541
37113,Macon County,NC,2024,00,All Industries,11752,562150091,920,233
37115,Madison County,NC,2024,00,All Industries,3327,140459140,812,42
37117,Martin County,NC,2024,00,All Industries,54902,4205575197,1473,3061
37119,Mecklenburg County,NC,2024,00,All Industries,46478,3299242262,1365,2265
37121,Mitchell County,NC,2024,00,All Industries,38053,2487470122,1257,1587
37123,Montgomery County,NC,2024,00,All Industries,29628,1770335378,1149,1028
37125,Moore County,NC,2024,00,All Industries,21203,1147838031,1041,587
37127,Nash County,NC,2024,00,All Industries,12779,620026600,933,264
37129,New Hanover County,NC,2024,00,All Industries,4354,186798431,825,59
37131,Northampton County,NC,2024,00,All Industries,55929,4322542929,1486,3166
37133,Onslow County,NC,2024,00,All Industries,47505,3404673460,1378,2356
37135,Orange County,NC,2024,00,All Industries,39080,2581364101,1270,1664
37137,Pamlico County,NC,2024,00,All Industries,30655,1852692138,1162,1090
37139,Pasquotank County,NC,2024,00,All Industries,22231,1218712394,1054,634
37141,Pender County,NC,2024,00,All Industries,13806,679309609,946,297
37143,Perquimans County,NC,2024,00,All Industries,5381,234544220,838,78
37145,Person County,NC,2024,00,All Industries,56957,4440995131,1499,3273
37147,Pitt County,NC,2024,00,All Industries,48532,3511511156,1391,2448
37149,Polk County,NC,2024,00,All Industries,40107,2676664579,1283,1742
37151,Randolph County,NC,2024,00,All Industries,31682,1936455398,1175,1153
37153,Richmond County,NC,2024,00,All Industries,23258,1290939119,1067,683
37155,Robeson County,NC,2024,00,All Industries,14833,739999116,959,332
37157,Rockingham County,NC,2024,00,All Industries,6408,283696509,851,98
37159,Rowan County,NC,2024,00,All Industries,57984,4560776545,1513,3382
37161,Rutherford County,NC,2024,00,All Industries,49559,3619755352,1405,2542
37163,Sampson County,NC,2024,00,All Industries,41134,2773371556,1297,1821
37165,Scotland County,NC,2024,00,All Industries,32710,2021686963,1189,1219
37167,Stanly County,NC,2024,00,All Industries,24285,1364572344,1081,734
37169,Stokes County,NC,2024,00,All Industries,15860,802095122,973,368
37171,Surry County,NC,2024,00,All Industries,7436,334300254,865,120
37173,Swain County,NC,2024,00,All Industries,59011,4681964459,1526,3492
37175,Transylvania County,NC,2024,00,All Industries,50586,3729406047,1418,2638
37177,Tyrrell County,NC,2024,00,All Industries,42161,2871485033,1310,1903
37179,Union County,NC,2024,00,All Industries,33737,2108263906,1202,1286
37181,Vance County,NC,2024,00,All Industries,25312,1439612068,1094,787
37183,Wake County,NC,2024,00,All Industries,16887,865597627,986,407
37185,Warren County,NC,2024,00,All Industries,8463,386266225,878,144
37187,Washington County,NC,2024,00,All Industries,38,1520961,770,1
37189,Watauga County,NC,2024,00,All Industries,51613,3840463241,1431,2736
37191,Wayne County,NC,2024,00,All Industries,43189,2971073800,1323,1986
37193,Wilkes County,NC,2024,00,All Industries,34764,2196247347,1215,1355
37195,Wilson County,NC,2024,00,All Industries,26339,1516058291,1107,842
37197,Yadkin County,NC,2024,00,All Industries,17914,930506632,999,447
37199,Yancey County,NC,2024,00,All Industries,9490,439638696,891,170
38001,Adams County,ND,2024,00,All Industries,59719,4426669293,1425,3145
38003,Barnes County,ND,2024,00,All Industries,49890,3417889603,1317,2277
38005,Benson County,ND,2024,00,All Industries,40061,2519518338,1209,1547
38007,Billings County,ND,2024,00,All Industries,30232,1731555496,1101,955
38009,Bottineau County,ND,2024,00,All Industries,20403,1054001079,993,501
38011,Bowman County,ND,2024,00,All Industries,10575,486901129,885,186
38013,Burke County,ND,2024,00,All Industries,746,30157943,777,8
38015,Burleigh County,ND,2024,00,All Industries,60917,4557184597,1439,3260
38017,Cass County,ND,2024,00,All Industries,51088,3534945869,1331,2375
38019,Cavalier County,ND,2024,00,All Industries,41259,2623115565,1223,1629
38021,Dickey County,ND,2024,00,All Industries,31431,1821751646,1115,1020
38023,Divide County,ND,2024,00,All Industries,21602,1130732574,1007,549
38025,Dunn County,ND,2024,00,All Industries,11773,550121926,899,217
38027,Eddy County,ND,2024,00,All Industries,1944,79919703,791,22
38029,Emmons County,ND,2024,00,All Industries,62115,4689340588,1452,3377
38031,Foster County,ND,2024,00,All Industries,52287,3653712700,1344,2476
38033,Golden Valley County,ND,2024,00,All Industries,42458,2728417742,1236,1712
38035,Grand Forks County,ND,2024,00,All Industries,32629,1913531208,1128,1087
38037,Grant County,ND,2024,00,All Industries,22800,1209053098,1020,599
38039,Griggs County,ND,2024,00,All Industries,12971,614983412,912,250
38041,Hettinger County,ND,2024,00,All Industries,3143,131363945,804,38
38043,Kidder County,ND,2024,00,All Industries,63314,4823213446,1465,3496
38045,LaMoure County,ND,2024,00,All Industries,53485,3774051025,1357,2578
38047,Logan County,ND,2024,00,All Industries,43656,2835297029,1249,1798
38049,McHenry County,ND,2024,00,All Industries,33827,2006951456,1141,1156
38051,McIntosh County,ND,2024,00,All Industries,23998,1289014308,1033,651
38053,McKenzie County,ND,2024,00,All Industries,14170,681533681,925,285
38055,McLean County,ND,2024,00,All Industries,4341,184407764,817,57
38057,Mercer County,ND,2024,00,All Industries,64512,4958651496,1478,3618
38059,Morton County,ND,2024,00,All Industries,54683,3896030038,1370,2683
38061,Mountrail County,ND,2024,00,All Industries,44854,2943817003,1262,1886
38063,Nelson County,ND,2024,00,All Industries,35026,2102072407,1154,1227
38065,Oliver County,ND,2024,00,All Industries,25197,1370670604,1046,705
38067,Pembina County,ND,2024,00,All Industries,15368,749677226,938,322
38069,Pierce County,ND,2024,00,All Industries,5539,239092271,830,77
38071,Ramsey County,ND,2024,00,All Industries,65710,5095730234,1491,3741
38073,Ransom County,ND,2024,00,All Industries,55882,4019721670,1383,2789
38075,Renville County,ND,2024,00,All Industries,46053,3054043980,1275,1975
38077,Richland County,ND,2024,00,All Industries,36224,2198774715,1167,1300
38079,Rolette County,ND,2024,00,All Industries,26395,1453913874,1059,762
38081,Sargent County,ND,2024,00,All Industries,16566,819461457,951,362
38083,Sheridan County,ND,2024,00,All Industries,6738,295461315,843,100
38085,Sioux County,ND,2024,00,All Industries,66909,5234527893,1504,3867
38087,Slope County,ND,2024,00,All Industries,57080,4144982742,1396,2898
38089,Stark County,ND,2024,00,All Industries,47251,3165846014,1288,2067
38091,Steele County,ND,2024,00,All Industries,37422,2297117711,1180,1375
38093,Stutsman County,ND,2024,00,All Industries,27593,1538797832,1072,820
38095,Towner County,ND,2024,00,All Industries,17765,890936528,964,403
38097,Traill County,ND,2024,00,All Industries,7936,353427881,856,124
38099,Walsh County,ND,2024,00,All Industries,68107,5374888690,1518,3994
38101,Ward County,ND,2024,00,All Industries,58278,4271884501,1410,3009
38103,Wells County,ND,2024,00,All Industries,48449,3279288735,1302,2161
38105,Williams County,ND,2024,00,All Industries,38621,2397163463,1194,1452
39001,Adams County,OH,2024,00,All Industries,32367,2132778670,1267,1371
39003,Allen County,OH,2024,00,All Industries,25346,1527784728,1159,896
39005,Ashland County,OH,2024,00,All Industries,18326,1001711816,1051,519
39007,Ashtabula County,OH,2024,00,All Industries,11305,554444996,943,241
39009,Athens County,OH,2024,00,All Industries,4285,186087974,835,61
39011,Auglaize County,OH,2024,00,All Industries,47264,3677673399,1496,2707
39013,Belmont County,OH,2024,00,All Industries,40244,2905409130,1388,2022
39015,Brown County,OH,2024,00,All Industries,33223,2211933420,1280,1436
39017,Butler County,OH,2024,00,All Industries,26202,1597324078,1172,949
39019,Carroll County,OH,2024,00,All Industries,19182,1061636452,1064,560
39021,Champaign County,OH,2024,00,All Industries,12161,604754234,956,270
39023,Clark County,OH,2024,00,All Industries,5141,226782497,848,78
39025,Clermont County,OH,2024,00,All Industries,48120,3777230573,1510,2797
39027,Clinton County,OH,2024,00,All Industries,41100,2995351590,1402,2100
39029,Columbiana County,OH,2024,00,All Industries,34079,2292260480,1294,1502
39031,Coshocton County,OH,2024,00,All Industries,27058,1668035740,1186,1003
39033,Crawford County,OH,2024,00,All Industries,20038,1122733400,1078,602
39035,Cuyahoga County,OH,2024,00,All Industries,13017,656235782,969,300
39037,Darke County,OH,2024,00,All Industries,5997,268649331,861,96
39039,Defiance County,OH,2024,00,All Industries,48976,3877960058,1523,2888
39041,Delaware County,OH,2024,00,All Industries,41955,3086392796,1415,2180
39043,Erie County,OH,2024,00,All Industries,34935,2373759852,1307,1570
39045,Fairfield County,OH,2024,00,All Industries,27914,1739919713,1199,1058
39047,Fayette County,OH,2024,00,All Industries,20894,1185002658,1091,645
39049,Franklin County,OH,2024,00,All Industries,13873,708889641,983,331
39051,Fulton County,OH,2024,00,All Industries,6853,311688476,875,115
39053,Gallia County,OH,2024,00,All Industries,49832,3979861853,1536,2982
39055,Geauga County,OH,2024,00,All Industries,42811,3178679193,1428,2261
39057,Greene County,OH,2024,00,All Industries,35791,2456431534,1320,1639
39059,Guernsey County,OH,2024,00,All Industries,28770,1812975996,1212,1115
39061,Hamilton County,OH,2024,00,All Industries,21750,1248444227,1104,691
39063,Hancock County,OH,2024,00,All Industries,14729,762715811,996,364
39065,Hardin County,OH,2024,00,All Industries,7709,355899932,888,137
39067,Harrison County,OH,2024,00,All Industries,688,27898638,780,7
39069,Henry County,OH,2024,00,All Industries,43667,3272137900,1441,2343
39071,Highland County,OH,2024,00,All Industries,36647,2540275527,1333,1709
39073,Hocking County,OH,2024,00,All Industries,29626,1887204590,1225,1174
39075,Holmes County,OH,2024,00,All Industries,22606,1313058107,1117,737
39077,Huron County,OH,2024,00,All Industries,15585,817714292,1009,399
39079,Jackson County,OH,2024,00,All Industries,8564,401236847,901,159
39081,Jefferson County,OH,2024,00,All Industries,1544,63667006,793,18
39083,Knox County,OH,2024,00,All Industries,44523,3366768918,1454,2428
39085,Lake County,OH,2024,00,All Industries,37503,2625291831,1346,1781
39087,Lawrence County,OH,2024,00,All Industries,30482,1962605495,1238,1234
39089,Licking County,OH,2024,00,All Industries,23462,1378844297,1130,785
39091,Logan County,OH,2024,00,All Industries,16441,873885083,1022,435
39093,Lorain County,OH,2024,00,All Industries,9420,447792239,914,183
39095,Lucas County,OH,2024,00,All Industries,2400,100607684,806,30
39097,Madison County,OH,2024,00,All Industries,45379,3462572247,1467,2513
39099,Mahoning County,OH,2024,00,All Industries,38359,2711480446,1359,1855
39101,Marion County,OH,2024,00,All Industries,31338,2039178711,1251,1295
39103,Medina County,OH,2024,00,All Industries,24318,1445802799,1143,835
39105,Meigs County,OH,2024,00,All Industries,17297,931228186,1035,472
39107,Mercer County,OH,2024,00,All Industries,10276,495519943,927,208
39109,Miami County,OH,2024,00,All Industries,3256,138720673,819,43
39111,Monroe County,OH,2024,00,All Industries,46235,3559547887,1481,2600
39113,Montgomery County,OH,2024,00,All Industries,39215,2798841372,1373,1930
39115,Morgan County,OH,2024,00,All Industries,32194,2116924237,1265,1358
39117,Morrow County,OH,2024,00,All Industries,25173,1513873472,1157,885
39119,Muskingum County,OH,2024,00,All Industries,18153,989743599,1049,511
39121,Noble County,OH,2024,00,All Industries,11132,544419957,940,235
39123,Ottawa County,OH,2024,00,All Industries,4112,178005973,832,58
39125,Paulding County,OH,2024,00,All Industries,47091,3657695838,1494,2688
39127,Perry County,OH,2024,00,All Industries,40071,2887374608,1386,2006
39129,Pickaway County,OH,2024,00,All Industries,33050,2195842075,1278,1423
39131,Pike County,OH,2024,00,All Industries,26029,1583175911,1170,938
39133,Portage County,OH,2024,00,All Industries,19009,1049431323,1062,551
39135,Preble County,OH,2024,00,All Industries,11988,594492282,954,264
39137,Putnam County,OH,2024,00,All Industries,4968,218463584,846,74
39139,Richland County,OH,2024,00,All Industries,47947,3757016100,1507,2778
39141,Ross County,OH,2024,00,All Industries,40927,2977080155,1399,2084
39143,Sandusky County,OH,2024,00,All Industries,33906,2275932223,1291,1489
39145,Scioto County,OH,2024,00,All Industries,26885,1653650660,1183,992
39147,Seneca County,OH,2024,00,All Industries,19865,1110291358,1075,593
39149,Shelby County,OH,2024,00,All Industries,12844,645736918,967,293
39151,Stark County,OH,2024,00,All Industries,5824,260093506,859,92
39153,Summit County,OH,2024,00,All Industries,48803,3857508672,1520,2870
39155,Trumbull County,OH,2024,00,All Industries,41782,3067884588,1412,2164
39157,Tuscarawas County,OH,2024,00,All Industries,34762,2357194682,1304,1556
39159,Union County,OH,2024,00,All Industries,27741,1725297720,1196,1047
39161,Van Wert County,OH,2024,00,All Industries,20721,1172323704,1088,637
39163,Vinton County,OH,2024,00,All Industries,13700,698153865,980,325
39165,Warren County,OH,2024,00,All Industries,6680,302895738,872,111
39167,Washington County,OH,2024,00,All Industries,49659,3959173555,1533,2963
39169,Wayne County,OH,2024,00,All Industries,42638,3159934072,1425,2244
39171,Williams County,OH,2024,00,All Industries,35618,2439629452,1317,1625
39173,Wood County,OH,2024,00,All Industries,28597,1798117091,1209,1104
39175,Wyandot County,OH,2024,00,All Industries,21577,1235528361,1101,681
40001,Adair County,OK,2024,00,All Industries,26493,1527646215,1109,850
40003,Alfalfa County,OK,2024,00,All Industries,18069,940415485,1001,453
40005,Atoka County,OK,2024,00,All Industries,9644,447764488,893,174
40007,Beaver County,OK,2024,00,All Industries,1219,49750889,785,13
40009,Beckham County,OK,2024,00,All Industries,52795,3969994343,1446,2851
40011,Blaine County,OK,2024,00,All Industries,44370,3087262158,1338,2084
40013,Bryan County,OK,2024,00,All Industries,35945,2299167369,1230,1436
40015,Caddo County,OK,2024,00,All Industries,27521,1605768324,1122,906
40017,Canadian County,OK,2024,00,All Industries,19096,1006942713,1014,495
40019,Carter County,OK,2024,00,All Industries,10671,502754498,906,202
40021,Cherokee County,OK,2024,00,All Industries,2246,93203680,798,27
40023,Choctaw County,OK,2024,00,All Industries,53822,4084076260,1459,2952
40025,Cimarron County,OK,2024,00,All Industries,45397,3189806856,1351,2171
40027,Cleveland County,OK,2024,00,All Industries,36972,2390174849,1243,1509
40029,Coal County,OK,2024,00,All Industries,28548,1685239270,1135,965
40031,Comanche County,OK,2024,00,All Industries,20123,1074876440,1027,539
40033,Cotton County,OK,2024,00,All Industries,11698,559151007,919,231
40035,Craig County,OK,2024,00,All Industries,3274,138105153,811,42
40037,Creek County,OK,2024,00,All Industries,54849,4199564676,1472,3055
40039,Custer County,OK,2024,00,All Industries,46424,3293758054,1364,2260
40041,Delaware County,OK,2024,00,All Industries,38000,2482654161,1256,1583
40043,Dewey County,OK,2024,00,All Industries,29575,1766116715,1148,1025
40045,Ellis County,OK,2024,00,All Industries,21150,1144216667,1040,584
40047,Garfield County,OK,2024,00,All Industries,12725,616954015,932,262
40049,Garvin County,OK,2024,00,All Industries,4301,184371627,824,58
40051,Grady County,OK,2024,00,All Industries,55876,4316459592,1486,3161
40053,Grant County,OK,2024,00,All Industries,47451,3399115750,1378,2351
40055,Greer County,OK,2024,00,All Industries,39027,2576475324,1270,1660
40057,Harmon County,OK,2024,00,All Industries,30602,1848400659,1162,1086
40059,Harper County,OK,2024,00,All Industries,22177,1214963392,1054,632
40061,Haskell County,OK,2024,00,All Industries,13753,676212690,946,295
40063,Hughes County,OK,2024,00,All Industries,5328,232044600,838,77
40065,Jackson County,OK,2024,00,All Industries,56903,4434761006,1499,3267
40067,Jefferson County,OK,2024,00,All Industries,48478,3505879946,1391,2443
40069,Johnston County,OK,2024,00,All Industries,40054,2671702985,1283,1737
40071,Kay County,OK,2024,00,All Industries,31629,1932091103,1175,1150
40073,Kingfisher County,OK,2024,00,All Industries,23204,1287116617,1067,681
40075,Kiowa County,OK,2024,00,All Industries,14780,736829381,959,330
40077,Latimer County,OK,2024,00,All Industries,6355,281124072,851,97
40079,Le Flore County,OK,2024,00,All Industries,57930,4554468919,1512,3376
40081,Lincoln County,OK,2024,00,All Industries,49506,3614123644,1404,2537
40083,Logan County,OK,2024,00,All Industries,41081,2768337146,1296,1817
40085,Love County,OK,2024,00,All Industries,32656,2017188045,1188,1215
40087,McClain County,OK,2024,00,All Industries,24232,1360732495,1080,732
40089,McCurtain County,OK,2024,00,All Industries,15807,798852571,972,366
40091,McIntosh County,OK,2024,00,All Industries,7382,331610043,864,119
40093,Major County,OK,2024,00,All Industries,58957,4675583332,1525,3486
40095,Marshall County,OK,2024,00,All Industries,50533,3723701523,1417,2633
40097,Mayes County,OK,2024,00,All Industries,42108,2866377806,1309,1899
40099,Murray County,OK,2024,00,All Industries,33683,2103691486,1201,1282
40101,Muskogee County,OK,2024,00,All Industries,25259,1435699402,1093,784
40103,Noble County,OK,2024,00,All Industries,16834,862282259,985,404
40105,Nowata County,OK,2024,00,All Industries,8409,383502513,877,143
40107,Okfuskee County,OK,2024,00,All Industries,59985,4798184233,1538,3598
40109,Oklahoma County,OK,2024,00,All Industries,51560,3834685901,1430,2731
40111,Okmulgee County,OK,2024,00,All Industries,43135,2965824965,1322,1982
40113,Osage County,OK,2024,00,All Industries,34711,2191664567,1214,1351
40115,Ottawa County,OK,2024,00,All Industries,26286,1512072809,1106,839
40117,Pawnee County,OK,2024,00,All Industries,17861,927118448,998,444
40119,Payne County,OK,2024,00,All Industries,9436,436801483,890,169
40121,Pittsburg County,OK,2024,00,All Industries,1012,41162590,782,11
40123,Pontotoc County,OK,2024,00,All Industries,52587,3947076777,1443,2830
40125,Pottawatomie County,OK,2024,00,All Industries,44162,3066678623,1335,2067
40127,Pushmataha County,OK,2024,00,All Industries,35738,2280981691,1227,1422
40129,Roger Mills County,OK,2024,00,All Industries,27313,1589852715,1119,895
40131,Rogers County,OK,2024,00,All Industries,18888,993361135,1011,486
40133,Seminole County,OK,2024,00,All Industries,10464,491553927,903,196
40135,Sequoyah County,OK,2024,00,All Industries,2039,84331524,795,24
40137,Stephens County,OK,2024,00,All Industries,53614,4060874153,1457,2932
40139,Texas County,OK,2024,00,All Industries,45189,3168938781,1349,2154
40141,Tillman County,OK,2024,00,All Industries,36765,2371705315,1241,1494
40143,Tulsa County,OK,2024,00,All Industries,28340,1669039119,1133,953
40145,Wagoner County,OK,2024,00,All Industries,19915,1061010321,1025,530
40147,Washington County,OK,2024,00,All Industries,11491,547666579,917,225
40149,Washita County,OK,2024,00,All Industries,3066,128906958,809,38
40151,Woods County,OK,2024,00,All Industries,54641,4176078028,1470,3034
40153,Woodward County,OK,2024,00,All Industries,46217,3272676248,1362,2242
41001,Baker County,OR,2024,00,All Industries,16504,815807591,951,360
41003,Benton County,OR,2024,00,All Industries,6675,292461376,843,99
41005,Clackamas County,OR,2024,00,All Industries,66846,5227221879,1504,3860
41007,Clatsop County,OR,2024,00,All Industries,57018,4138452703,1396,2892
41009,Columbia County,OR,2024,00,All Industries,47189,3160013753,1288,2062
41011,Coos County,OR,2024,00,All Industries,37360,2291983228,1180,1371
41013,Crook County,OR,2024,00,All Industries,27531,1534361127,1072,817
41015,Curry County,OR,2024,00,All Industries,17702,887147449,964,401
41017,Deschutes County,OR,2024,00,All Industries,7874,350386695,856,123
41019,Douglas County,OR,2024,00,All Industries,68045,5367575813,1517,3988
41021,Gilliam County,OR,2024,00,All Industries,58216,4265269401,1409,3003
41023,Grant County,OR,2024,00,All Industries,48387,3273371414,1301,2156
41025,Harney County,OR,2024,00,All Industries,38558,2391881850,1193,1448
41027,Hood River County,OR,2024,00,All Industries,28730,1620857128,1085,877
41029,Jackson County,OR,2024,00,All Industries,18901,960178796,977,444
41031,Jefferson County,OR,2024,00,All Industries,9072,409908888,869,150
41033,Josephine County,OR,2024,00,All Industries,69243,5509492237,1530,4117
41035,Klamath County,OR,2024,00,All Industries,59414,4393726787,1422,3116
41037,Lake County,OR,2024,00,All Industries,49586,3388438096,1314,2252
41039,Lane County,OR,2024,00,All Industries,39757,2493483878,1206,1527
41041,Lincoln County,OR,2024,00,All Industries,29928,1708938084,1098,939
41043,Linn County,OR,2024,00,All Industries,20099,1034800714,990,490
41045,Malheur County,OR,2024,00,All Industries,10270,471071768,882,178
41047,Marion County,OR,2024,00,All Industries,441,17751246,774,5
41049,Morrow County,OR,2024,00,All Industries,60613,4523899496,1435,3230
41051,Multnomah County,OR,2024,00,All Industries,50784,3505077816,1327,2350
41053,Polk County,OR,2024,00,All Industries,40955,2596664560,1219,1608
41055,Sherman County,OR,2024,00,All Industries,31126,1798659727,1111,1003
41057,Tillamook County,OR,2024,00,All Industries,21297,1111063319,1003,537
41059,Umatilla County,OR,2024,00,All Industries,11469,533921889,895,209
41061,Union County,OR,2024,00,All Industries,1640,67136712,787,18
41063,Wallowa County,OR,2024,00,All Industries,61811,4655638942,1448,3347
41065,Wasco County,OR,2024,00,All Industries,51982,3623358223,1340,2450
41067,Washington County,OR,2024,00,All Industries,42153,2701485929,1232,1691
41069,Wheeler County,OR,2024,00,All Industries,32325,1890080529,1124,1070
41071,Yamhill County,OR,2024,00,All Industries,22496,1189019467,1016,586
42001,Adams County,PA,2024,00,All Industries,1499,61758116,792,17
42003,Allegheny County,PA,2024,00,All Industries,44479,3361859853,1454,2423
42005,Armstrong County,PA,2024,00,All Industries,37458,2620809582,1346,1778
42007,Beaver County,PA,2024,00,All Industries,30438,1958690031,1238,1231
42009,Bedford County,PA,2024,00,All Industries,23417,1375366882,1129,783
42011,Berks County,PA,2024,00,All Industries,16397,870963220,1021,433
42013,Blair County,PA,2024,00,All Industries,9376,445367194,913,182
42015,Bradford County,PA,2024,00,All Industries,2355,98637537,805,29
42017,Bucks County,PA,2024,00,All Industries,45335,3457602610,1467,2509
42019,Butler County,PA,2024,00,All Industries,38314,2706936940,1359,1851
42021,Cambria County,PA,2024,00,All Industries,31294,2035202674,1251,1292
42023,Cameron County,PA,2024,00,All Industries,24273,1442264127,1143,832
42025,Carbon County,PA,2024,00,All Industries,17252,928191948,1035,470
42027,Centre County,PA,2024,00,All Industries,10232,493034325,927,207
42029,Chester County,PA,2024,00,All Industries,3211,136689269,819,42
42031,Clarion County,PA,2024,00,All Industries,46191,3554517678,1480,2596
42033,Clearfield County,PA,2024,00,All Industries,39170,2794236609,1372,1926
42035,Clinton County,PA,2024,00,All Industries,32150,2112887629,1264,1355
42037,Columbia County,PA,2024,00,All Industries,25129,1510333682,1156,883
42039,Crawford County,PA,2024,00,All Industries,18108,986646105,1048,509
42041,Cumberland County,PA,2024,00,All Industries,11088,541873767,940,234
42043,Dauphin County,PA,2024,00,All Industries,4067,175913313,832,57
42045,Delaware County,PA,2024,00,All Industries,47047,3652605057,1493,2684
42047,Elk County,PA,2024,00,All Industries,40026,2882708588,1385,2002
42049,Erie County,PA,2024,00,All Industries,33006,2191744894,1277,1419
42051,Fayette County,PA,2024,00,All Industries,25985,1579575548,1169,935
42053,Forest County,PA,2024,00,All Industries,18964,1046272572,1061,549
42055,Franklin County,PA,2024,00,All Industries,11944,591885520,953,262
42057,Fulton County,PA,2024,00,All Industries,4923,216309666,845,73
42059,Greene County,PA,2024,00,All Industries,47903,3751864746,1506,2774
42061,Huntingdon County,PA,2024,00,All Industries,40882,2972352879,1398,2080
42063,Indiana County,PA,2024,00,All Industries,33861,2271707381,1290,1485
42065,Jefferson County,PA,2024,00,All Industries,26841,1649989725,1182,989
42067,Juniata County,PA,2024,00,All Industries,19820,1107071350,1074,591
42069,Lackawanna County,PA,2024,00,All Industries,12800,643069584,966,292
42071,Lancaster County,PA,2024,00,All Industries,5779,257878331,858,91
42073,Lawrence County,PA,2024,00,All Industries,48759,3852296746,1519,2865
42075,Lebanon County,PA,2024,00,All Industries,41738,3063169480,1411,2159
42077,Lehigh County,PA,2024,00,All Industries,34717,2352908583,1303,1552
42079,Luzerne County,PA,2024,00,All Industries,27697,1721576213,1195,1044
42081,Lycoming County,PA,2024,00,All Industries,20676,1169042439,1087,634
42083,McKean County,PA,2024,00,All Industries,13656,695425959,979,323
42085,Mercer County,PA,2024,00,All Industries,6635,300619307,871,110
42087,Mifflin County,PA,2024,00,All Industries,49615,3953901057,1533,2958
42089,Monroe County,PA,2024,00,All Industries,42594,3155158392,1425,2240
42091,Montgomery County,PA,2024,00,All Industries,35573,2435282096,1317,1621
42093,Montour County,PA,2024,00,All Industries,28553,1794335012,1209,1101
42095,Northampton County,PA,2024,00,All Industries,21532,1232185839,1100,679
42097,Northumberland County,PA,2024,00,All Industries,14512,748954644,992,356
42099,Perry County,PA,2024,00,All Industries,7491,344532593,884,131
42101,Philadelphia County,PA,2024,00,All Industries,471,19017288,776,5
42103,Pike County,PA,2024,00,All Industries,43450,3248319615,1438,2322
42105,Potter County,PA,2024,00,All Industries,36429,2518827920,1330,1691
42107,Schuylkill County,PA,2024,00,All Industries,29409,1868266121,1222,1159
42109,Snyder County,PA,2024,00,All Industries,22388,1296501549,1114,725
42111,Somerset County,PA,2024,00,All Industries,15368,803655640,1006,390
42113,Sullivan County,PA,2024,00,All Industries,8347,389618190,898,153
42115,Susquehanna County,PA,2024,00,All Industries,1326,54447110,790,15
42117,Tioga County,PA,2024,00,All Industries,44306,3342653148,1451,2406
42119,Union County,PA,2024,00,All Industries,37285,2603546054,1343,1763
42121,Venango County,PA,2024,00,All Industries,30265,1943369542,1235,1219
42123,Warren County,PA,2024,00,All Industries,23244,1361989570,1127,773
42125,Washington County,PA,2024,00,All Industries,16224,859528947,1019,425
42127,Wayne County,PA,2024,00,All Industries,9203,435876098,911,177
42129,Westmoreland County,PA,2024,00,All Industries,2182,91089619,803,27
42131,Wyoming County,PA,2024,00,All Industries,45162,3438158993,1464,2491
42133,York County,PA,2024,00,All Industries,38141,2689436500,1356,1836
44001,Bristol County,RI,2024,00,All Industries,43289,2802392573,1245,1771
44003,Kent County,RI,2024,00,All Industries,33461,1978226563,1137,1134
44005,Newport County,RI,2024,00,All Industries,23632,1264404239,1029,635
44007,Providence County,RI,2024,00,All Industries,13803,660990340,921,274
44009,Washington County,RI,2024,00,All Industries,3974,167984865,813,51
45001,Abbeville County,SC,2024,00,All Industries,20632,1165820880,1087,632
45003,Aiken County,SC,2024,00,All Industries,13611,692650293,979,321
45005,Allendale County,SC,2024,00,All Industries,6591,298391348,871,109
45007,Anderson County,SC,2024,00,All Industries,49570,3948552033,1532,2953
45009,Bamberg County,SC,2024,00,All Industries,42550,3150385842,1424,2236
45011,Barnwell County,SC,2024,00,All Industries,35529,2431006364,1316,1618
45013,Beaufort County,SC,2024,00,All Industries,28508,1790493256,1208,1098
45015,Berkeley County,SC,2024,00,All Industries,21488,1228903707,1100,677
45017,Calhoun County,SC,2024,00,All Industries,14467,746117722,992,354
45019,Charleston County,SC,2024,00,All Industries,7447,342244063,884,130
