geoid,county_name,state_abbr,year,industry_code,industry_name,annual_avg_employment,total_annual_wages,avg_weekly_wage,num_establishments
27159,Wadena County,MN,2022,31-33,Manufacturing,48,1991451,798,1
27161,Waseca County,MN,2022,31-33,Manufacturing,6929,525717756,1459,380
27163,Washington County,MN,2022,31-33,Manufacturing,5047,354580183,1351,241
27165,Watonwan County,MN,2022,31-33,Manufacturing,3462,223780810,1243,141
27167,Wilkin County,MN,2022,31-33,Manufacturing,2172,128197322,1135,73
27169,Winona County,MN,2022,31-33,Manufacturing,1178,62912557,1027,32
27171,Wright County,MN,2022,31-33,Manufacturing,479,22891306,919,9
27173,Yellow Medicine County,MN,2022,31-33,Manufacturing,76,3205172,811,1
28001,Adams County,MS,2022,31-33,Manufacturing,8792,676612592,1480,494
28003,Alcorn County,MS,2022,31-33,Manufacturing,6466,461292803,1372,318
28005,Amite County,MS,2022,31-33,Manufacturing,4494,295367389,1264,189
28007,Attala County,MS,2022,31-33,Manufacturing,2878,172991883,1156,101
28009,Benton County,MS,2022,31-33,Manufacturing,1616,88058919,1048,45
28011,Bolivar County,MS,2022,31-33,Manufacturing,709,34652689,940,15
28013,Calhoun County,MS,2022,31-33,Manufacturing,157,6791660,832,2
28015,Carroll County,MS,2022,31-33,Manufacturing,9100,706546906,1493,519
28017,Chickasaw County,MS,2022,31-33,Manufacturing,6730,484735346,1385,337
28019,Choctaw County,MS,2022,31-33,Manufacturing,4715,313121225,1277,203
28021,Claiborne County,MS,2022,31-33,Manufacturing,3056,185783802,1169,110
28023,Clarke County,MS,2022,31-33,Manufacturing,1751,96614343,1061,51
28025,Clay County,MS,2022,31-33,Manufacturing,801,39697723,953,18
28027,Coahoma County,MS,2022,31-33,Manufacturing,206,9052411,845,3
28029,Copiah County,MS,2022,31-33,Manufacturing,9413,737294669,1506,545
28031,Covington County,MS,2022,31-33,Manufacturing,7000,508975708,1398,356
28033,DeSoto County,MS,2022,31-33,Manufacturing,4942,331580291,1290,217
28035,Forrest County,MS,2022,31-33,Manufacturing,3239,199126885,1182,119
28037,Franklin County,MS,2022,31-33,Manufacturing,1891,105633959,1074,56
28039,George County,MS,2022,31-33,Manufacturing,898,45119978,966,20
28041,Greene County,MS,2022,31-33,Manufacturing,259,11558782,858,4
28043,Grenada County,MS,2022,31-33,Manufacturing,9731,768866152,1519,572
28045,Hancock County,MS,2022,31-33,Manufacturing,7275,533952818,1411,376
28047,Harrison County,MS,2022,31-33,Manufacturing,5174,350689134,1303,231
28049,Hinds County,MS,2022,31-33,Manufacturing,3428,213093567,1195,129
28051,Holmes County,MS,2022,31-33,Manufacturing,2036,115128039,1087,62
28053,Humphreys County,MS,2022,31-33,Manufacturing,1000,50929725,979,24
28055,Issaquena County,MS,2022,31-33,Manufacturing,318,14409618,871,5
28057,Itawamba County,MS,2022,31-33,Manufacturing,10055,801351325,1533,599
28059,Jackson County,MS,2022,31-33,Manufacturing,7556,559751029,1425,397
28061,Jasper County,MS,2022,31-33,Manufacturing,5411,370458026,1317,247
28063,Jefferson County,MS,2022,31-33,Manufacturing,3622,227633326,1209,140
28065,Jefferson Davis County,MS,2022,31-33,Manufacturing,2187,125164086,1101,69
28067,Jones County,MS,2022,31-33,Manufacturing,1107,57137237,993,27
28069,Kemper County,MS,2022,31-33,Manufacturing,382,17571245,885,7
28071,Lafayette County,MS,2022,31-33,Manufacturing,12,484579,777,1
28073,Lamar County,MS,2022,31-33,Manufacturing,7841,586233136,1438,419
28075,Lauderdale County,MS,2022,31-33,Manufacturing,5654,390966386,1330,263
28077,Lawrence County,MS,2022,31-33,Manufacturing,3821,242756433,1222,151
28079,Leake County,MS,2022,31-33,Manufacturing,2343,135696509,1114,76
28081,Lee County,MS,2022,31-33,Manufacturing,1220,63805082,1006,31
28083,Leflore County,MS,2022,31-33,Manufacturing,452,21100619,898,8
28085,Lincoln County,MS,2022,31-33,Manufacturing,38,1560520,790,1
28087,Lowndes County,MS,2022,31-33,Manufacturing,8132,613558256,1451,442
28089,Madison County,MS,2022,31-33,Manufacturing,5901,412086874,1343,279
28091,Marion County,MS,2022,31-33,Manufacturing,4025,258473159,1235,162
28093,Marshall County,MS,2022,31-33,Manufacturing,2504,146735580,1127,83
28095,Monroe County,MS,2022,31-33,Manufacturing,1338,70892603,1019,35
28097,Montgomery County,MS,2022,31-33,Manufacturing,526,24915329,911,10
28099,Neshoba County,MS,2022,31-33,Manufacturing,70,2922576,803,1
28101,Newton County,MS,2022,31-33,Manufacturing,8429,641738715,1464,465
28103,Noxubee County,MS,2022,31-33,Manufacturing,6154,433968742,1356,296
28105,Oktibbeha County,MS,2022,31-33,Manufacturing,4235,274858678,1248,174
28107,Panola County,MS,2022,31-33,Manufacturing,2671,158350855,1140,91
28109,Pearl River County,MS,2022,31-33,Manufacturing,1461,78410072,1032,40
28111,Perry County,MS,2022,31-33,Manufacturing,606,29119698,924,12
28113,Pike County,MS,2022,31-33,Manufacturing,106,4498199,816,1
28115,Pontotoc County,MS,2022,31-33,Manufacturing,8730,670633199,1477,489
28117,Prentiss County,MS,2022,31-33,Manufacturing,6413,456624317,1369,314
28119,Quitman County,MS,2022,31-33,Manufacturing,4450,291859729,1261,187
28121,Rankin County,MS,2022,31-33,Manufacturing,2842,170434721,1153,99
28123,Scott County,MS,2022,31-33,Manufacturing,1589,86367760,1045,44
28125,Sharkey County,MS,2022,31-33,Manufacturing,692,33726051,937,14
28127,Simpson County,MS,2022,31-33,Manufacturing,148,6381850,829,2
28129,Smith County,MS,2022,31-33,Manufacturing,9037,700404934,1490,514
28131,Stone County,MS,2022,31-33,Manufacturing,6676,479922149,1382,333
28133,Sunflower County,MS,2022,31-33,Manufacturing,4670,309486583,1274,200
28135,Tallahatchie County,MS,2022,31-33,Manufacturing,3019,183116703,1166,108
28137,Tate County,MS,2022,31-33,Manufacturing,1723,94830976,1058,50
28139,Tippah County,MS,2022,31-33,Manufacturing,782,38647870,950,17
28141,Tishomingo County,MS,2022,31-33,Manufacturing,196,8585852,842,3
28143,Tunica County,MS,2022,31-33,Manufacturing,9349,730988057,1504,540
28145,Union County,MS,2022,31-33,Manufacturing,6945,504015600,1396,352
28147,Walthall County,MS,2022,31-33,Manufacturing,4896,327816468,1288,214
28149,Warren County,MS,2022,31-33,Manufacturing,3202,196409128,1180,117
28151,Washington County,MS,2022,31-33,Manufacturing,1862,103756324,1072,55
28153,Wayne County,MS,2022,31-33,Manufacturing,878,43993586,964,20
28155,Webster County,MS,2022,31-33,Manufacturing,248,11033552,856,4
28157,Wilkinson County,MS,2022,31-33,Manufacturing,9666,762392839,1517,566
28159,Winston County,MS,2022,31-33,Manufacturing,7219,528843738,1409,372
28161,Yalobusha County,MS,2022,31-33,Manufacturing,5127,346794068,1301,228
28163,Yazoo County,MS,2022,31-33,Manufacturing,3389,210200272,1193,127
29001,Adair County,MO,2022,31-33,Manufacturing,6421,441292205,1322,295
29003,Andrew County,MO,2022,31-33,Manufacturing,4314,272256263,1214,168
29005,Atchison County,MO,2022,31-33,Manufacturing,2621,150690393,1106,84
29007,Audrain County,MO,2022,31-33,Manufacturing,1341,69567071,998,33
29009,Barry County,MO,2022,31-33,Manufacturing,476,22020021,890,8
29011,Barton County,MO,2022,31-33,Manufacturing,25,1016102,782,1
29013,Bates County,MO,2022,31-33,Manufacturing,9278,696106280,1443,499
29015,Benton County,MO,2022,31-33,Manufacturing,6706,465471236,1335,314
29017,Bollinger County,MO,2022,31-33,Manufacturing,4548,290138281,1227,181
29019,Boone County,MO,2022,31-33,Manufacturing,2805,163189947,1119,92
29021,Buchanan County,MO,2022,31-33,Manufacturing,1475,77528613,1011,38
29023,Butler County,MO,2022,31-33,Manufacturing,560,26289373,903,10
29025,Caldwell County,MO,2022,31-33,Manufacturing,58,2397073,795,1
29027,Callaway County,MO,2022,31-33,Manufacturing,9620,728353127,1456,526
29029,Camden County,MO,2022,31-33,Manufacturing,6997,490461156,1348,333
29031,Cape Girardeau County,MO,2022,31-33,Manufacturing,4789,308792124,1240,194
29033,Carroll County,MO,2022,31-33,Manufacturing,2995,176294671,1132,101
29035,Carter County,MO,2022,31-33,Manufacturing,1615,85993150,1024,43
29037,Cass County,MO,2022,31-33,Manufacturing,649,30911915,916,13
29039,Cedar County,MO,2022,31-33,Manufacturing,97,4075320,808,1
29041,Chariton County,MO,2022,31-33,Manufacturing,9968,761526734,1469,553
29043,Christian County,MO,2022,31-33,Manufacturing,7295,516345072,1361,354
29045,Clark County,MO,2022,31-33,Manufacturing,5036,328167006,1253,209
29047,Clay County,MO,2022,31-33,Manufacturing,3192,190076438,1145,110
29049,Clinton County,MO,2022,31-33,Manufacturing,1761,94973008,1037,48
29051,Cole County,MO,2022,31-33,Manufacturing,745,35994549,929,15
29053,Cooper County,MO,2022,31-33,Manufacturing,142,6063168,821,2
29055,Crawford County,MO,2022,31-33,Manufacturing,10322,795639427,1482,582
29057,Dade County,MO,2022,31-33,Manufacturing,7599,543065898,1374,375
29059,Dallas County,MO,2022,31-33,Manufacturing,5290,348341104,1266,224
29061,Daviess County,MO,2022,31-33,Manufacturing,3395,204489396,1158,120
29063,DeKalb County,MO,2022,31-33,Manufacturing,1913,104480512,1050,54
29065,Dent County,MO,2022,31-33,Manufacturing,846,41453655,942,18
29067,Douglas County,MO,2022,31-33,Manufacturing,194,8416327,834,3
29069,Dunklin County,MO,2022,31-33,Manufacturing,10682,830703529,1496,611
29071,Franklin County,MO,2022,31-33,Manufacturing,7909,570635960,1388,397
29073,Gasconade County,MO,2022,31-33,Manufacturing,5549,369195728,1279,240
29075,Gentry County,MO,2022,31-33,Manufacturing,3603,219484953,1171,130
29077,Greene County,MO,2022,31-33,Manufacturing,2072,114583290,1063,60
29079,Grundy County,MO,2022,31-33,Manufacturing,954,47398872,955,21
29081,Harrison County,MO,2022,31-33,Manufacturing,251,11061040,847,4
29083,Henry County,MO,2022,31-33,Manufacturing,11049,866809820,1509,642
29085,Hickory County,MO,2022,31-33,Manufacturing,8224,598994749,1401,420
29087,Holt County,MO,2022,31-33,Manufacturing,5814,390808370,1293,256
29089,Howard County,MO,2022,31-33,Manufacturing,3818,235196585,1185,141
29091,Howell County,MO,2022,31-33,Manufacturing,2236,125183749,1077,67
29093,Iron County,MO,2022,31-33,Manufacturing,1069,53844583,969,25
29095,Jackson County,MO,2022,31-33,Manufacturing,315,14097085,861,5
29097,Jasper County,MO,2022,31-33,Manufacturing,11421,903814406,1522,673
29099,Jefferson County,MO,2022,31-33,Manufacturing,8547,628373094,1414,444
29101,Johnson County,MO,2022,31-33,Manufacturing,6086,413259258,1306,273
29103,Knox County,MO,2022,31-33,Manufacturing,4040,251638673,1198,153
29105,Laclede County,MO,2022,31-33,Manufacturing,2407,136405502,1090,74
29107,Lafayette County,MO,2022,31-33,Manufacturing,1189,60703057,982,28
29109,Lawrence County,MO,2022,31-33,Manufacturing,384,17447966,874,6
29111,Lewis County,MO,2022,31-33,Manufacturing,11800,941887202,1535,705
29113,Lincoln County,MO,2022,31-33,Manufacturing,8875,658564818,1427,468
29115,Linn County,MO,2022,31-33,Manufacturing,6364,436494184,1319,291
29117,Livingston County,MO,2022,31-33,Manufacturing,4267,268699651,1211,165
29119,McDonald County,MO,2022,31-33,Manufacturing,2584,148205574,1103,82
29121,Macon County,MO,2022,31-33,Manufacturing,1315,68036306,995,32
29123,Madison County,MO,2022,31-33,Manufacturing,460,21216200,887,8
29125,Maries County,MO,2022,31-33,Manufacturing,19,769608,779,1
29127,Marion County,MO,2022,31-33,Manufacturing,9209,689655081,1440,494
29129,Mercer County,MO,2022,31-33,Manufacturing,6648,460525474,1332,310
29131,Miller County,MO,2022,31-33,Manufacturing,4501,286517106,1224,178
29133,Mississippi County,MO,2022,31-33,Manufacturing,2767,160596291,1116,90
29135,Moniteau County,MO,2022,31-33,Manufacturing,1448,75909078,1008,37
29137,Monroe County,MO,2022,31-33,Manufacturing,542,25369358,900,10
29139,Montgomery County,MO,2022,31-33,Manufacturing,51,2100714,792,1
29141,Morgan County,MO,2022,31-33,Manufacturing,9550,721731782,1453,520
29143,New Madrid County,MO,2022,31-33,Manufacturing,6938,485365453,1345,329
29145,Newton County,MO,2022,31-33,Manufacturing,4740,304976734,1237,192
29147,Nodaway County,MO,2022,31-33,Manufacturing,2956,173589978,1129,99
29149,Oregon County,MO,2022,31-33,Manufacturing,1586,84229538,1021,42
29151,Osage County,MO,2022,31-33,Manufacturing,631,29967260,913,12
29153,Ozark County,MO,2022,31-33,Manufacturing,89,3726896,805,1
29155,Pemiscot County,MO,2022,31-33,Manufacturing,9897,754733042,1467,548
29157,Perry County,MO,2022,31-33,Manufacturing,7234,511026448,1359,349
29159,Pettis County,MO,2022,31-33,Manufacturing,4986,324218859,1250,206
29161,Phelps County,MO,2022,31-33,Manufacturing,3152,187258370,1142,108
29163,Pike County,MO,2022,31-33,Manufacturing,1731,93115542,1034,47
29165,Platte County,MO,2022,31-33,Manufacturing,725,34927931,926,15
29167,Polk County,MO,2022,31-33,Manufacturing,133,5660479,818,2
29169,Pulaski County,MO,2022,31-33,Manufacturing,10250,788671188,1480,576
29171,Putnam County,MO,2022,31-33,Manufacturing,7537,537592110,1372,371
29173,Ralls County,MO,2022,31-33,Manufacturing,5238,344192150,1264,221
29175,Randolph County,MO,2022,31-33,Manufacturing,3353,201495659,1156,118
29177,Ray County,MO,2022,31-33,Manufacturing,1882,102526993,1048,53
29179,Reynolds County,MO,2022,31-33,Manufacturing,825,40310504,940,17
29181,Ripley County,MO,2022,31-33,Manufacturing,183,7913790,832,3
29183,St. Charles County,MO,2022,31-33,Manufacturing,10609,823558545,1493,605
29185,St. Clair County,MO,2022,31-33,Manufacturing,7845,564932797,1385,392
29186,Ste. Genevieve County,MO,2022,31-33,Manufacturing,6619,458058612,1331,308
29187,St. Francois County,MO,2022,31-33,Manufacturing,5496,364908932,1277,236
29189,St. Louis County,MO,2022,31-33,Manufacturing,3561,216433675,1169,128
29197,Stoddard County,MO,2022,31-33,Manufacturing,10974,859407439,1506,635
29199,Stone County,MO,2022,31-33,Manufacturing,8160,593204173,1398,415
29201,Sullivan County,MO,2022,31-33,Manufacturing,5760,386381532,1290,253
29203,Taney County,MO,2022,31-33,Manufacturing,3774,231963869,1182,139
29205,Texas County,MO,2022,31-33,Manufacturing,2203,123031385,1074,66
29207,Vernon County,MO,2022,31-33,Manufacturing,1045,52491122,966,24
29209,Warren County,MO,2022,31-33,Manufacturing,301,13428897,858,5
29211,Washington County,MO,2022,31-33,Manufacturing,11345,896230195,1519,666
29213,Wayne County,MO,2022,31-33,Manufacturing,8481,622347236,1411,439
29215,Webster County,MO,2022,31-33,Manufacturing,6031,408690040,1303,270
29217,Worth County,MO,2022,31-33,Manufacturing,3994,248220811,1195,151
29219,Wright County,MO,2022,31-33,Manufacturing,2372,134093815,1087,73
30001,Beaverhead County,MT,2022,31-33,Manufacturing,2481,150088197,1163,88
30003,Big Horn County,MT,2022,31-33,Manufacturing,1410,77378796,1055,40
30005,Blaine County,MT,2022,31-33,Manufacturing,634,31232181,947,14
30007,Broadwater County,MT,2022,31-33,Manufacturing,153,6677785,839,2
30009,Carbon County,MT,2022,31-33,Manufacturing,7730,603165641,1501,445
30011,Carter County,MT,2022,31-33,Manufacturing,5735,415286992,1393,290
30013,Cascade County,MT,2022,31-33,Manufacturing,4036,269589725,1285,176
30015,Chouteau County,MT,2022,31-33,Manufacturing,2632,161025239,1177,96
30017,Custer County,MT,2022,31-33,Manufacturing,1524,84678529,1069,45
30019,Daniels County,MT,2022,31-33,Manufacturing,712,35562176,961,16
30021,Dawson County,MT,2022,31-33,Manufacturing,196,8688761,853,3
30023,Deer Lodge County,MT,2022,31-33,Manufacturing,7993,629160612,1514,467
30025,Fallon County,MT,2022,31-33,Manufacturing,5962,435807227,1406,306
30027,Fergus County,MT,2022,31-33,Manufacturing,4227,285242296,1298,187
30029,Flathead County,MT,2022,31-33,Manufacturing,2788,172478402,1190,104
30031,Gallatin County,MT,2022,31-33,Manufacturing,1644,92471877,1082,50
30033,Garfield County,MT,2022,31-33,Manufacturing,796,40302784,974,19
30035,Glacier County,MT,2022,31-33,Manufacturing,243,10938688,866,4
30037,Golden Valley County,MT,2022,31-33,Manufacturing,8261,655912762,1527,489
30039,Granite County,MT,2022,31-33,Manufacturing,6194,457007254,1419,323
30041,Hill County,MT,2022,31-33,Manufacturing,4423,301497275,1311,200
30043,Jefferson County,MT,2022,31-33,Manufacturing,2947,184332858,1203,113
30045,Judith Basin County,MT,2022,31-33,Manufacturing,1767,100600366,1095,55
30047,Lake County,MT,2022,31-33,Manufacturing,883,45312380,987,21
30049,Lewis and Clark County,MT,2022,31-33,Manufacturing,295,13481481,879,5
30053,Lincoln County,MT,2022,31-33,Manufacturing,6430,478822878,1432,341
30055,McCone County,MT,2022,31-33,Manufacturing,4623,318296083,1324,213
30057,Madison County,MT,2022,31-33,Manufacturing,3111,196721239,1216,121
30059,Meagher County,MT,2022,31-33,Manufacturing,1895,109185394,1108,61
30061,Mineral County,MT,2022,31-33,Manufacturing,975,50701131,1000,24
30063,Missoula County,MT,2022,31-33,Manufacturing,351,16281029,892,6
30065,Musselshell County,MT,2022,31-33,Manufacturing,22,896901,784,1
30067,Park County,MT,2022,31-33,Manufacturing,6671,501337468,1445,360
30069,Petroleum County,MT,2022,31-33,Manufacturing,4827,335646936,1337,226
30071,Phillips County,MT,2022,31-33,Manufacturing,3280,209653815,1229,131
30073,Pondera County,MT,2022,31-33,Manufacturing,2028,118237233,1121,67
30075,Powder River County,MT,2022,31-33,Manufacturing,1071,56426621,1013,28
30077,Powell County,MT,2022,31-33,Manufacturing,411,19345547,905,8
30079,Prairie County,MT,2022,31-33,Manufacturing,46,1906838,797,1
30081,Ravalli County,MT,2022,31-33,Manufacturing,6916,524485459,1458,379
30083,Richland County,MT,2022,31-33,Manufacturing,5036,353628272,1350,241
30085,Roosevelt County,MT,2022,31-33,Manufacturing,3453,223076255,1242,141
30087,Rosebud County,MT,2022,31-33,Manufacturing,2165,127707168,1134,73
30089,Sanders County,MT,2022,31-33,Manufacturing,1172,62550439,1026,31
30091,Sheridan County,MT,2022,31-33,Manufacturing,476,22731008,918,9
30093,Silver Bow County,MT,2022,31-33,Manufacturing,75,3160332,810,1
30095,Stillwater County,MT,2022,31-33,Manufacturing,7165,548275068,1472,399
30097,Sweet Grass County,MT,2022,31-33,Manufacturing,5250,372250362,1364,255
30099,Teton County,MT,2022,31-33,Manufacturing,3630,236996776,1256,151
30101,Toole County,MT,2022,31-33,Manufacturing,2306,137603414,1148,80
30103,Treasure County,MT,2022,31-33,Manufacturing,1277,69028800,1040,35
30105,Valley County,MT,2022,31-33,Manufacturing,545,26399244,932,11
30107,Wheatland County,MT,2022,31-33,Manufacturing,108,4624832,824,1
30109,Wibaux County,MT,2022,31-33,Manufacturing,7419,572791718,1485,419
30111,Yellowstone County,MT,2022,31-33,Manufacturing,5467,391380298,1377,271
31001,Adams County,NE,2022,31-33,Manufacturing,1214,63448112,1005,31
31003,Antelope County,NE,2022,31-33,Manufacturing,448,20897955,897,8
31005,Arthur County,NE,2022,31-33,Manufacturing,37,1518138,789,1
31007,Banner County,NE,2022,31-33,Manufacturing,8117,612137837,1450,440
31009,Blaine County,NE,2022,31-33,Manufacturing,5888,410969639,1342,278
31011,Boone County,NE,2022,31-33,Manufacturing,4015,257688201,1234,162
31013,Box Butte County,NE,2022,31-33,Manufacturing,2496,146178009,1126,83
31015,Boyd County,NE,2022,31-33,Manufacturing,1332,70527328,1018,35
31017,Brown County,NE,2022,31-33,Manufacturing,522,24707295,910,10
31019,Buffalo County,NE,2022,31-33,Manufacturing,68,2836655,802,1
31021,Burt County,NE,2022,31-33,Manufacturing,8413,640221362,1463,464
31023,Butler County,NE,2022,31-33,Manufacturing,6141,432833608,1355,295
31025,Cass County,NE,2022,31-33,Manufacturing,4224,273994538,1247,174
31027,Cedar County,NE,2022,31-33,Manufacturing,2662,157722617,1139,91
31029,Chase County,NE,2022,31-33,Manufacturing,1454,77982681,1031,39
31031,Cherry County,NE,2022,31-33,Manufacturing,602,28906079,923,12
31033,Cheyenne County,NE,2022,31-33,Manufacturing,104,4409629,815,1
31035,Clay County,NE,2022,31-33,Manufacturing,8714,669094186,1477,488
31037,Colfax County,NE,2022,31-33,Manufacturing,6399,455399903,1369,313
31039,Cuming County,NE,2022,31-33,Manufacturing,4439,290980410,1261,186
31041,Custer County,NE,2022,31-33,Manufacturing,2833,169794238,1153,99
31043,Dakota County,NE,2022,31-33,Manufacturing,1583,85985341,1045,44
31045,Dawes County,NE,2022,31-33,Manufacturing,687,33457933,937,14
31047,Dawson County,NE,2022,31-33,Manufacturing,146,6290416,829,2
31049,Deuel County,NE,2022,31-33,Manufacturing,9021,698844046,1490,513
31051,Dixon County,NE,2022,31-33,Manufacturing,6662,478678795,1382,332
31053,Dodge County,NE,2022,31-33,Manufacturing,4659,308591908,1274,199
31055,Douglas County,NE,2022,31-33,Manufacturing,3010,182463763,1166,108
31057,Dundy County,NE,2022,31-33,Manufacturing,1716,94384681,1058,49
31059,Fillmore County,NE,2022,31-33,Manufacturing,777,38373128,950,17
31061,Franklin County,NE,2022,31-33,Manufacturing,193,8447572,842,3
31063,Frontier County,NE,2022,31-33,Manufacturing,9333,729405117,1503,538
31065,Furnas County,NE,2022,31-33,Manufacturing,6931,502753093,1395,351
31067,Gage County,NE,2022,31-33,Manufacturing,4884,326839302,1287,213
31069,Garden County,NE,2022,31-33,Manufacturing,3192,195682213,1179,117
31071,Garfield County,NE,2022,31-33,Manufacturing,1855,103300291,1071,55
31073,Gosper County,NE,2022,31-33,Manufacturing,873,43712006,963,20
31075,Grant County,NE,2022,31-33,Manufacturing,245,10891368,855,4
31077,Greeley County,NE,2022,31-33,Manufacturing,9650,760787670,1516,565
31079,Hall County,NE,2022,31-33,Manufacturing,7205,527561900,1408,371
31081,Hamilton County,NE,2022,31-33,Manufacturing,5115,345800470,1300,228
31083,Harlan County,NE,2022,31-33,Manufacturing,3379,209459859,1192,127
31085,Hayes County,NE,2022,31-33,Manufacturing,1999,112688127,1084,61
31087,Hitchcock County,NE,2022,31-33,Manufacturing,973,49385381,976,23
31089,Holt County,NE,2022,31-33,Manufacturing,303,13677215,868,5
31091,Hooker County,NE,2022,31-33,Manufacturing,9972,793001975,1529,592
31093,Howard County,NE,2022,31-33,Manufacturing,7484,553115488,1421,392
31095,Jefferson County,NE,2022,31-33,Manufacturing,5351,365419448,1313,243
31097,Johnson County,NE,2022,31-33,Manufacturing,3572,223869647,1205,137
31099,Kearney County,NE,2022,31-33,Manufacturing,2148,122558459,1097,67
31101,Keith County,NE,2022,31-33,Manufacturing,1079,55504351,989,26
31103,Keya Paha County,NE,2022,31-33,Manufacturing,366,16771615,881,6
31107,Knox County,NE,2022,31-33,Manufacturing,7768,579424129,1434,414
31109,Lancaster County,NE,2022,31-33,Manufacturing,5592,385706506,1326,258
31111,Lincoln County,NE,2022,31-33,Manufacturing,3770,238860543,1218,148
31113,Logan County,NE,2022,31-33,Manufacturing,2303,132979300,1110,74
31115,Loup County,NE,2022,31-33,Manufacturing,1191,62081243,1002,30
31117,McPherson County,NE,2022,31-33,Manufacturing,434,20184839,894,8
31119,Madison County,NE,2022,31-33,Manufacturing,31,1267664,786,1
31121,Merrick County,NE,2022,31-33,Manufacturing,8058,606573369,1448,436
31123,Morrill County,NE,2022,31-33,Manufacturing,5838,406671916,1340,275
31125,Nance County,NE,2022,31-33,Manufacturing,3973,254442820,1232,159
31127,Nemaha County,NE,2022,31-33,Manufacturing,2463,143904550,1124,81
31129,Nuckolls County,NE,2022,31-33,Manufacturing,1307,69022761,1016,34
31131,Otoe County,NE,2022,31-33,Manufacturing,507,23927159,908,10
31133,Pawnee County,NE,2022,31-33,Manufacturing,61,2536206,800,1
31135,Perkins County,NE,2022,31-33,Manufacturing,8353,634499575,1461,459
31137,Phelps County,NE,2022,31-33,Manufacturing,6090,428396294,1353,292
31139,Pierce County,NE,2022,31-33,Manufacturing,4181,270626749,1245,171
31141,Platte County,NE,2022,31-33,Manufacturing,2628,155344480,1137,89
31143,Polk County,NE,2022,31-33,Manufacturing,1429,76444113,1029,38
31145,Red Willow County,NE,2022,31-33,Manufacturing,586,28056724,921,12
31147,Richardson County,NE,2022,31-33,Manufacturing,97,4099405,813,1
31149,Rock County,NE,2022,31-33,Manufacturing,8653,663213016,1474,483
31151,Saline County,NE,2022,31-33,Manufacturing,6347,450820936,1366,310
31153,Sarpy County,NE,2022,31-33,Manufacturing,4395,287488014,1258,184
31155,Saunders County,NE,2022,31-33,Manufacturing,2798,167309361,1150,97
31157,Scotts Bluff County,NE,2022,31-33,Manufacturing,1556,84303445,1042,43
31159,Seward County,NE,2022,31-33,Manufacturing,669,32488733,934,14
31161,Sheridan County,NE,2022,31-33,Manufacturing,137,5883693,826,2
31163,Sherman County,NE,2022,31-33,Manufacturing,8959,692801295,1487,508
31165,Sioux County,NE,2022,31-33,Manufacturing,6609,473956114,1379,328
31167,Stanton County,NE,2022,31-33,Manufacturing,4614,304972842,1271,197
31169,Thayer County,NE,2022,31-33,Manufacturing,2974,179869946,1163,106
31171,Thomas County,NE,2022,31-33,Manufacturing,1689,92665892,1055,48
31173,Thurston County,NE,2022,31-33,Manufacturing,759,37379149,947,16
31175,Valley County,NE,2022,31-33,Manufacturing,183,7984551,839,3
31177,Washington County,NE,2022,31-33,Manufacturing,9269,723120708,1500,533
31179,Wayne County,NE,2022,31-33,Manufacturing,6876,497812100,1392,347
31181,Webster County,NE,2022,31-33,Manufacturing,4838,323091506,1284,210
31183,Wheeler County,NE,2022,31-33,Manufacturing,3155,192977394,1176,115
31185,York County,NE,2022,31-33,Manufacturing,1826,101432682,1068,54
32001,Churchill County,NV,2022,31-33,Manufacturing,248,10920017,847,4
32003,Clark County,NV,2022,31-33,Manufacturing,11029,864848558,1508,640
32005,Douglas County,NV,2022,31-33,Manufacturing,8208,597537481,1400,419
32007,Elko County,NV,2022,31-33,Manufacturing,5800,389661040,1292,255
32009,Esmeralda County,NV,2022,31-33,Manufacturing,3807,234383571,1184,141
32011,Eureka County,NV,2022,31-33,Manufacturing,2228,124656628,1076,67
32013,Humboldt County,NV,2022,31-33,Manufacturing,1062,53454230,968,24
32015,Lander County,NV,2022,31-33,Manufacturing,311,13907014,860,5
32017,Lincoln County,NV,2022,31-33,Manufacturing,11402,901905320,1521,671
32019,Lyon County,NV,2022,31-33,Manufacturing,8530,626819899,1413,442
32021,Mineral County,NV,2022,31-33,Manufacturing,6072,412092668,1305,272
32023,Nye County,NV,2022,31-33,Manufacturing,4028,250747980,1197,152
32027,Pershing County,NV,2022,31-33,Manufacturing,1182,60303643,981,28
32029,Storey County,NV,2022,31-33,Manufacturing,381,17298104,873,6
32031,Washoe County,NV,2022,31-33,Manufacturing,11780,939871840,1534,704
32033,White Pine County,NV,2022,31-33,Manufacturing,8858,656988317,1426,467
32510,Carson City,NV,2022,31-33,Manufacturing,1919,104859083,1051,54
33001,Belknap County,NH,2022,31-33,Manufacturing,6903,523254087,1458,378
33003,Carroll County,NH,2022,31-33,Manufacturing,5025,352677142,1350,240
33005,Cheshire County,NH,2022,31-33,Manufacturing,3444,222372341,1242,140
33007,Coos County,NH,2022,31-33,Manufacturing,2157,127158559,1134,73
33009,Grafton County,NH,2022,31-33,Manufacturing,1167,62242082,1026,31
33011,Hillsborough County,NH,2022,31-33,Manufacturing,472,22523205,918,9
33013,Merrimack County,NH,2022,31-33,Manufacturing,73,3073460,810,1
33015,Rockingham County,NH,2022,31-33,Manufacturing,7152,547025939,1471,398
33017,Strafford County,NH,2022,31-33,Manufacturing,5239,371284090,1363,255
